# 카드 게임 글 원문(tools/pudtext.py) — 경로	형식	번호	원문
romdata/PUD/mgentryphase/text/ja/secret/mg011.ptx	ptx	0	トライアルで１０ｍ以上およぐ{00}
romdata/PUD/mgentryphase/text/ja/secret/mg011.ptx	ptx	1	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg011.ptx	ptx	2	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg011.ptx	ptx	3	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg011.ptx	ptx	4	トライアルで２０ｍ以上およぐ{00}
romdata/PUD/mgentryphase/text/ja/secret/mg011.ptx	ptx	5	トライアルで５０ｍ以上およぐ{00}
romdata/PUD/mgentryphase/text/ja/secret/mg011.ptx	ptx	6	トライアルで１００ｍ以上およぐ{00}
romdata/PUD/mgentryphase/text/ja/secret/mg012.ptx	ptx	0	バトルでレベル１に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg012.ptx	ptx	1	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg012.ptx	ptx	2	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg012.ptx	ptx	3	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg012.ptx	ptx	4	バトルでレベル２に１５pt以上かくとくして\n勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg012.ptx	ptx	5	バトルでレベル４に１０pt以上かくとくして\n勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg012.ptx	ptx	6	バトルでレベル５に２０pt以上かくとくして\n勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg013.ptx	ptx	0	トライアルで５pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg013.ptx	ptx	1	バトルでレベル２に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg013.ptx	ptx	2	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg013.ptx	ptx	3	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg013.ptx	ptx	4	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg013.ptx	ptx	5	トライアルで２０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg013.ptx	ptx	6	トライアルで３０pt以上かくとくする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg014.ptx	ptx	0	バトルでレベル１に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg014.ptx	ptx	1	バトルでレベル２に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg014.ptx	ptx	2	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg014.ptx	ptx	3	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg014.ptx	ptx	4	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg014.ptx	ptx	5	バトルでレベル２にノーミスで勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg014.ptx	ptx	6	バトルでレベル５にノーミスで勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg015.ptx	ptx	0	トライアルで５分以内にゴールする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg015.ptx	ptx	1	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg015.ptx	ptx	2	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg015.ptx	ptx	3	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg015.ptx	ptx	4	トライアルで１分３０秒以内にゴールする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg015.ptx	ptx	5	トライアルで１分以内にゴールする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg015.ptx	ptx	6	トライアルで４５秒以内にゴールする{00}
romdata/PUD/mgentryphase/text/ja/secret/mg016.ptx	ptx	0	バトルでレベル１に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg016.ptx	ptx	1	バトルでレベル２に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg016.ptx	ptx	2	バトルでレベル３に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg016.ptx	ptx	3	バトルでレベル４に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg016.ptx	ptx	4	バトルでレベル５に勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg016.ptx	ptx	5	バトルでレベル２にノーミスで勝利する{00}
romdata/PUD/mgentryphase/text/ja/secret/mg016.ptx	ptx	6	バトルでレベル４にノーミスで勝利する{00}
romdata/PUD/mgentryphase/text/ja/trial/mg001.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nアダマンタイマイを動かして\nゴールにたどり着くまでの\n{1B}Rタイムアタック{1B}{1B}にチャレンジ\nしよう！{00}
romdata/PUD/mgentryphase/text/ja/trial/mg001.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n下画面の{1B}Rアダマンハンドル{1B}{1B}を\nタッチペンで回すと、その向きへ\n進むよ。\n離すと{1B}R「甲羅」{1B}{1B}になって\n岩から{1B}Rダメージを受けないよ。{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/trial/mg002.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nアダマンタイマイを動かして\n溺れているサボテンダーを\n助けるまでの{1B}Rタイムアタック{1B}{1B}に\nチャレンジしよう！{00}
romdata/PUD/mgentryphase/text/ja/trial/mg002.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n下画面の{1B}Rアダマンハンドル{1B}{1B}を\nタッチペンで回すと、その向きへ\n進むよ。\n離すと{1B}R「甲羅」{1B}{1B}になって\n{1B}Rスピードが上がるよ。{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/trial/mg003.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボをタッチペンで\nスライドさせて、上から\n落ちてくる炎と氷を{1B}R避けながら\n３回ミスをするまで、ラサンの実を\nキャッチし続けよう！{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/trial/mg003.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボが、凍ったり燃えて\nしまったら、{1B}Rタッチペンで\nつついてあげる{1B}{1B}と早く元に\n戻れるよ。{00}
romdata/PUD/mgentryphase/text/ja/trial/mg004.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボをタッチペンで{1B}R上に向かって\n「弾く」{1B}{1B}と上画面へ飛ぶよ。\n炎と氷に３回触れてしまうまで\n{1B}Rルチルの実を取り続けよう！{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/trial/mg004.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボが燃えたり、凍って\nしまったら{1B}Rタッチペンでつついて\nあげる{1B}{1B}と早く元に戻れるよ。{00}
romdata/PUD/mgentryphase/text/ja/trial/mg005.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nタッチペンで{1B}R書いた線が\n葉っぱになって{1B}{1B}チョコボを\n高く飛ばしてくれるよ。\n{1B}R３回ミス{1B}{1B}をするまで、{1B}R登り\n続けよう！{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/trial/mg005.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n大きな葉っぱよりも{1B}R小さな\n葉っぱの方が高く飛べる{1B}{1B}けど\nボムに触るとミスになるので\n気をつけて飛んでね。{00}
romdata/PUD/mgentryphase/text/ja/trial/mg006.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nタッチペンで{1B}R書いた線がかれ葉に\nなって{1B}{1B}チョコボが落ちる向きを\n変えてくれるよ。\nタイタンに３回当たるまで、\n{1B}Rお宝を取り続けよう！{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/trial/mg006.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nかれ葉は、{1B}R斜め{1B}{1B}に書かないと、\nチョコボが乗ったとき、{1B}R崩れて\n消えてしまうよ。{1B}{1B}\n▲を取るとスピードダウンして\n▼を取るとスピードアップするよ。{00}
romdata/PUD/mgentryphase/text/ja/trial/mg007.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\n下画面の虫眼鏡をタッチペンで\nスライドさせて{1B}R黒こげの\nチョコボの子{1B}{1B}を探そう。{00}
romdata/PUD/mgentryphase/text/ja/trial/mg007.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボの子を見つけたら\n上画面の、{1B}R真ん中に合わせて\nあげてね。{1B}{1B}\nタイムが０になるまで{1B}R見つけ\n続けよう！{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/trial/mg009.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nユニコーンの音楽隊が鳴らした\n楽器とリズムを覚えよう。\n覚えたら、次の小節でリズムに\nあわせて{1B}R楽器のマークに\n移動して音楽隊の真似しよう！{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/trial/mg009.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n楽器のマークをタッチすると\nチョコボが移動するよ。\n{1B}R音が鳴る前に楽器のマークへ\n移動{1B}{1B}しておくのがコツだよ！{00}
romdata/PUD/mgentryphase/text/ja/trial/mg011.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\n海中洞窟の{1B}R障害物を\nかわしながら{1B}{1B}ミスするまで、\n泳ぎ続けよう。{00}
romdata/PUD/mgentryphase/text/ja/trial/mg011.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n下画面を{1B}Rタッチペンで擦ると{1B}{1B}\nチョコボが{1B}R浮かぶよ！{1B}{1B}\n{1B}R何もしないとドンドン沈む{1B}{1B}から\n上下のバランスに気をつけよう！{00}
romdata/PUD/mgentryphase/text/ja/trial/mg013.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\n散らばっているパズルピースを\n拾って{1B}R３種類の家を\n組み立てよう。{1B}{1B}\n家の最後のピースをはめると、\nボーナスがもらえるよ。{00}
romdata/PUD/mgentryphase/text/ja/trial/mg013.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nタッチペンでチョコボを\nスライドさせよう。\n{1B}Rパズルピースの上に乗せると\nチョコボがピースを持つよ。{1B}{1B}\n持ったピースは家の上で離そう！{00}
romdata/PUD/mgentryphase/text/ja/trial/mg015.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\n周りの{1B}R雷に触れないように{1B}{1B}\n動かし、ゴールにたどり着く\nまでのタイムアタックに\nチャレンジしよう！{00}
romdata/PUD/mgentryphase/text/ja/trial/mg015.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nタッチペンでチョコボを\n{1B}Rゆっくりゆっくり、慎重に{1B}{1B}\nスライドさせよう！{00}
romdata/PUD/mgentryphase/text/jc/expl/mg001.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/jc/expl/mg001.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nキャラクターの後にある{1B}R戦士の魂{1B}{1B}に\n３回体当たりすると破壊できるよ。\n全ての{1B}R戦士の魂{1B}{1B}を破壊すると\n勝ちになるよ。\n{00}
romdata/PUD/mgentryphase/text/jc/expl/mg002.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/jc/expl/mg002.ptx	ptx	1	{1B}B＜アドバイス＞{1B}{1B}\n画面右下のアイテムアイコンで\nアイテムウィンドウを開き、\nアイテムを選択してつかう事で\nゲームを有利に進める事ができるよ。{00}
romdata/PUD/mgentryphase/text/jc/expl/mg003.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/jc/expl/mg003.ptx	ptx	1	{1B}B＜アドバイス＞{1B}{1B}\n画面右下のアイテムアイコンで\nアイテムウィンドウを開き、\nアイテムを選択してつかう事で\nゲームを有利に進める事ができるよ。{00}
romdata/PUD/mgentryphase/text/jc/expl/mg004.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/jc/expl/mg004.ptx	ptx	1	{1B}B＜アドバイス＞{1B}{1B}\n画面右下のアイテムアイコンで\nアイテムウィンドウを開き、\nアイテムを選択してつかう事で\nゲームを有利に進める事ができるよ。{00}
romdata/PUD/mgentryphase/text/jc/expl/mg005.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/jc/expl/mg005.ptx	ptx	1	{1B}B＜アドバイス＞{1B}{1B}\n画面右下のアイテムアイコンで\nアイテムウィンドウを開き、\nアイテムを選択してつかう事で\nゲームを有利に進める事ができるよ。{00}
romdata/PUD/mgentryphase/text/jc/expl/mg006.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/jc/expl/mg006.ptx	ptx	1	{1B}B＜アドバイス＞{1B}{1B}\n画面右下のアイテムアイコンで\nアイテムウィンドウを開き、\nアイテムを選択してつかう事で\nゲームを有利に進める事ができるよ。{00}
romdata/PUD/mgentryphase/text/jc/expl/mg007.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/jc/expl/mg007.ptx	ptx	1	{1B}B＜アドバイス＞{1B}{1B}\n画面右下のアイテムアイコンで\nアイテムウィンドウを開き、\nアイテムを選択してつかう事で\nゲームを有利に進める事ができるよ。{00}
romdata/PUD/mgentryphase/text/jc/expl/mg008.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/jc/expl/mg008.ptx	ptx	1	{1B}B＜アドバイス＞{1B}{1B}\n画面右下のアイテムアイコンで\nアイテムウィンドウを開き、\nアイテムを選択してつかう事で\nゲームを有利に進める事ができるよ。{00}
romdata/PUD/mgentryphase/text/jc/expl/mg009.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/jc/expl/mg009.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボを魔石に当てると１ポイントが手に入ります。\n同じ色の魔石がぶつかるようにすると\nポイントがたくさんもらえるよ。\nポイントが多い人が勝ちになります。{00}
romdata/PUD/mgentryphase/text/jc/expl/mg010.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/jc/expl/mg010.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボを魔石に当てると１ポイントが手に入ります。\n同じ色の魔石がぶつかるようにすると\nポイントがたくさんもらえるよ。\nポイントが多い人が勝ちになります。{00}
romdata/PUD/mgentryphase/text/jc/expl/mg011.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/jc/expl/mg011.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボを魔石に当てると１ポイントが手に入ります。\n同じ色の魔石がぶつかるようにすると\nポイントがたくさんもらえるよ。\nポイントが多い人が勝ちになります。{00}
romdata/PUD/mgentryphase/text/jc/expl/mg012.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/jc/expl/mg012.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボを魔石に当てると１ポイントが手に入ります。\n同じ色の魔石がぶつかるようにすると\nポイントがたくさんもらえるよ。\nポイントが多い人が勝ちになります。{00}
romdata/PUD/mgentryphase/text/jc/expl/mg013.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/jc/expl/mg013.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボを魔石に当てると１ポイントが手に入ります。\n同じ色の魔石がぶつかるようにすると\nポイントがたくさんもらえるよ。\nポイントが多い人が勝ちになります。{00}
romdata/PUD/mgentryphase/text/jc/expl/mg014.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/jc/expl/mg014.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボを魔石に当てると１ポイントが手に入ります。\n同じ色の魔石がぶつかるようにすると\nポイントがたくさんもらえるよ。\nポイントが多い人が勝ちになります。{00}
romdata/PUD/mgentryphase/text/jc/expl/mg015.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/jc/expl/mg015.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボを魔石に当てると１ポイントが手に入ります。\n同じ色の魔石がぶつかるようにすると\nポイントがたくさんもらえるよ。\nポイントが多い人が勝ちになります。{00}
romdata/PUD/mgentryphase/text/jc/expl/mg016.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/jc/expl/mg016.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボを魔石に当てると１ポイントが手に入ります。\n同じ色の魔石がぶつかるようにすると\nポイントがたくさんもらえるよ。\nポイントが多い人が勝ちになります。{00}
romdata/PUD/mgentryphase/text/jc/expl/mg017.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nタッチペンで{1B}R書いた線が\n葉っぱになって{1B}{1B}チョコボを高く\nとばしてくれるよ。\nだれよりも先に豆の木の\nテッペンをめざそう！{00}
romdata/PUD/mgentryphase/text/jc/expl/mg017.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n大きな葉っぱよりも{1B}R小さな\n葉っぱのほうが高くとべる{1B}{1B}けど\nボムがいるので気をつけて\nとんでね。{00}
romdata/PUD/mgentryphase/text/jc/expl/mg018.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nタッチペンで{1B}R書いた線が\n葉っぱになって{1B}{1B}チョコボを高く\nとばしてくれるよ。\nだれよりも先に豆の木の\nテッペンをめざそう！{00}
romdata/PUD/mgentryphase/text/jc/expl/mg018.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n大きな葉っぱよりも{1B}R小さな\n葉っぱのほうが高くとべる{1B}{1B}けど\nボムがいるので気をつけて\nとんでね。{00}
